	Tumor_13_EGAF00000525466	Tumor_4_EGAF00000814885	Tumor_8_EGAF00000814887	Tumor_17_EGAF00000525479	Tumor_1_EGAF00000501976	Tumor_14_EGAF00000560172	Tumor_16_EGAF00000525474	Tumor_7_EGAF00000501977	Tumor_12_EGAF00000525525	Tumor_3_EGAF00000560133	Tumor_11_EGAF00000586547	Tumor_10_EGAF00000530893	Tumor_19_EGAF00000530869	Tumor_18_EGAF00000560173	Tumor_22_EGAF00000525477	Tumor_21_EGAF00000560132	Tumor_2_EGAF00000525468	Tumor_8_EGAF00000814888	Tumor_4_EGAF00000525476	Tumor_8_EGAF00000525467	Tumor_15_EGAF00000525475	Tumor_5_EGAF00000525478	Tumor_14_EGAF00000814865	Tumor_23_EGAF00000501978	Tumor_14_EGAF00000814866	Tumor_15_EGAF00000814880	Tumor_9_EGAF00000525188	Tumor_15_EGAF00000814868	Tumor_20_EGAF00000560131	Tumor_6_EGAF00000560171
G000023705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023845	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	0	0	0	42.0	0	45.0	0	0
G000023885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000023905	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	3.0	0	0
G000023925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024225	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	23.0	0	29.0	0	0
G000024285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000024405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000024725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024765	1.0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	2.0	0	0	1.0	1.0	1.0	0	2.0	1.0	1.0	1.0	0	0	0	0	1.0	0	1.0	0
G000024785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024945	0	1.0	0	0	0	9.0	0	11.0	11.0	2.0	0	1.0	1.0	5.0	0	1.0	0	0	0	0	9.0	2.0	3.0	5.0	1.0	75.0	0	267.0	0	1.0
G000025085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	6.0	0	0
G000025225	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
G000025345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025405	3.0	0	0	3.0	0	1.0	2.0	0	2.0	1.0	1.0	3.0	0	1.0	3.0	1.0	2.0	0	6.0	3.0	2.0	3.0	0	0	0	0	3.0	0	1.0	1.0
G000025565	213.0	3.0	3.0	154.0	0	43.0	128.0	0	186.0	38.0	94.0	147.0	0	55.0	179.0	52.0	134.0	3.0	314.0	143.0	107.0	173.0	3.0	0	3.0	5.0	181.0	4.0	65.0	51.0
G000025925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	8.0	0	0
G000025945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026105	2.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	2.0	5.0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0
G000026125	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G000026325	3247.0	88.0	72.0	2553.0	0	653.0	2052.0	0	2872.0	662.0	1247.0	2115.0	0	792.0	2981.0	752.0	1944.0	77.0	4944.0	2251.0	1442.0	2820.0	92.0	0	104.0	94.0	2690.0	105.0	1030.0	752.0
G000026345	3070.0	79.0	69.0	2393.0	0	614.0	1936.0	0	2707.0	605.0	1175.0	1979.0	0	746.0	2760.0	707.0	1813.0	73.0	4634.0	2122.0	1348.0	2679.0	86.0	0	96.0	87.0	2528.0	97.0	968.0	700.0
G000026405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026745	0	0	0	0	0	6.0	0	2.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	4.0	0	5.0	0	0
G000027145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000027225	2.0	0	0	1.0	0	1.0	2.0	0	1.0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	2.0	0	0	0	0	1.0	0	0	0
G000027305	0	0	0	155.0	0	16.0	0	1.0	1.0	1.0	0	1.0	8.0	0	1.0	0	0	0	0	0	3.0	0	0	0	1.0	37.0	1.0	16.0	0	14.0
G000055785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000056065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000064305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000067205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000069965	1.0	0	0	1.0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0
G000072485	0	0	0	1.0	0	0	6.0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	0
G000091125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091565	3.0	0	0	2.0	0	0	2.0	0	2.0	1.0	1.0	1.0	0	1.0	2.0	1.0	2.0	0	5.0	2.0	2.0	3.0	0	0	0	0	3.0	0	1.0	1.0
G000091765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	4.0	0	0
G000091985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092025	4.0	0	1.0	4.0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	0	0	0	0	0	2.0
G000092045	1.0	0	0	1.0	0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	0
G000092125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000093025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000143145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000143825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000143845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	0	0	0	0	81.0	0	90.0	0	0
G000144405	0	65.0	0	1.0	6.0	118.0	0	25.0	22.0	75.0	0	4.0	108.0	8.0	0	4.0	0	0	5.0	0	427.0	17.0	4.0	34.0	21.0	1456.0	1.0	3151.0	0	3.0
G000144605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000144625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	9.0	0	6.0	0	0
G000144735	5.0	3.0	14.0	2.0	7.0	2.0	4.0	28.0	3.0	7.0	1.0	4.0	0	8.0	4.0	7.0	3.0	0	4.0	7.0	2.0	5.0	4.0	19.0	2.0	7.0	1.0	31.0	7.0	1.0
G000145235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000145515	5.0	3.0	14.0	2.0	7.0	2.0	4.0	28.0	3.0	7.0	1.0	4.0	0	8.0	4.0	7.0	3.0	0	4.0	7.0	2.0	5.0	4.0	19.0	2.0	7.0	1.0	31.0	7.0	1.0
G000145555	5.0	3.0	13.0	2.0	7.0	2.0	4.0	29.0	3.0	7.0	1.0	4.0	0	8.0	4.0	7.0	3.0	0	4.0	7.0	2.0	5.0	4.0	19.0	2.0	8.0	1.0	31.0	7.0	1.0
G000146165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000146185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000146345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000146675	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	76.0	0	0	0	0	384.0	0	889.0	0	0
G000146855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000147055	3.0	0	0	2.0	0	1.0	3.0	0	3.0	1.0	1.0	2.0	0	1.0	3.0	1.0	2.0	0	5.0	2.0	1.0	3.0	0	0	0	0	2.0	0	1.0	1.0
G000147675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0	0	26.0	0	39.0	0	0
G000147835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000148645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000148725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152745	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	2.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	1.0	0	0
G000152805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000153025	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	2.0	1.0	0	1.0	0	0	0	0	0	0	0	0
G000153125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153465	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153605	1.0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	0
G000153705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000153925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000154205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	6.0	0	0
G000154225	0	1.0	0	0	3.0	42.0	0	18.0	10.0	8.0	14.0	2.0	36.0	42.0	0	1.0	1.0	0	0	0	103.0	11.0	20.0	9.0	13.0	350.0	3.0	202.0	0	4.0
G000154285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000154345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G000154505	14.0	1.0	1.0	9.0	0	5.0	7.0	0	18.0	5.0	3.0	8.0	0	8.0	11.0	4.0	8.0	2.0	11.0	10.0	7.0	9.0	2.0	0	1.0	3.0	19.0	3.0	6.0	7.0
G000154525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	27.0	0	56.0	0	0
G000154565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000154725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	22.0	0	52.0	0	0
G000155205	1.0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0
G000155435	6.0	0	0	5.0	0	1.0	4.0	0	4.0	1.0	2.0	3.0	0	1.0	3.0	2.0	3.0	0	7.0	4.0	2.0	4.0	1.0	0	1.0	1.0	4.0	1.0	1.0	1.0
G000155495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0
G000155515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000155715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000155775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000155875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0
G000155915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000155955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	1.0	15.0	0	11.0	0	0
G000156175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000156435	7.0	2.0	2.0	5.0	0	2.0	5.0	0	8.0	3.0	2.0	3.0	0	4.0	6.0	2.0	5.0	1.0	8.0	7.0	3.0	7.0	3.0	0	2.0	2.0	10.0	2.0	4.0	4.0
G000156535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0
G000156595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000156675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000157895	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0
G000157915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	7.0	0	0
G000157935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	17.0	0	60.0	0	0
G000157955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0
G000157975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0
G000158195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	3.0	0	0
G000158215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	9.0	0	9.0	0	0
G000158275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	19.0	0	15.0	0	0
G000158295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0
G000158315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0
G000158495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158615	0	0	0	27.0	0	48.0	0	10.0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	5.0	0	1.0	1.0	0	102.0	0	56.0	0	10.0
G000158935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159015	1.0	0	0	3.0	0	1.0	2.0	0	2.0	0	1.0	2.0	0	0	2.0	0	1.0	0	4.0	2.0	2.0	2.0	0	0	0	1.0	2.0	2.0	1.0	0
G000159035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000159055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	4.0	0	1.0	0	0
G000159075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159095	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
G000159115	1.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	1.0	2.0	0	0	2.0	1.0	0	0	0	0	0	0	6.0	1.0	0	0
G000159155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	3.0	0	4.0	0	0
G000159215	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	39.0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	1.0
G000159235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000159635	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0
G000159995	0	0	0	1.0	1.0	0	0	13.0	1.0	2.0	0	2.0	13.0	2.0	0	2.0	0	0	0	0	93.0	0	0	0	0	550.0	0	1047.0	0	4.0
G000160035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	39.0	0	28.0	0	0
G000160055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	112.0	0	0	0	0	499.0	0	825.0	0	0
G000160075	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	10.0	0	0
G000160095	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	2.0	0	3.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0
G000160115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	29.0	0	44.0	0	0
G000160135	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	79.0	0	46.0	0	0
G000160435	0	0	0	0	0	1.0	0	1.0	0	0	0	2.0	4.0	0	0	0	0	0	0	0	1.0	0	0	0	0	34.0	0	22.0	0	0
G000160455	95629.0	159180.0	143157.0	78732.0	0	38205.0	60376.0	0	48113.0	38835.0	23066.0	35746.0	0	45866.0	91127.0	43621.0	63456.0	146921.0	148894.0	73756.0	48242.0	87163.0	188469.0	0	182321.0	182815.0	44958.0	180200.0	56895.0	43475.0
G000160535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	0	0	0	0	325.0	0	1063.0	0	0
G000160555	0	0	0	0	2.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	18.0	4.0	2.0	0	0	130.0	0	131.0	0	0
G000160635	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	15.0	0	25.0	0	0
G000160675	0	0	0	0	0	9.0	0	5.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	0	4.0	0	2.0	14.0	1.0	5.0	0	1.0
G000160695	0	0	0	0	0	2.0	0	2.0	7.0	4.0	0	0	22.0	0	0	0	0	0	0	0	18.0	4.0	1.0	2.0	2.0	196.0	0	151.0	0	2.0
G000160835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	30.0	0	28.0	0	0
G000160875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	0	3.0	0	0
G000161755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000161895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
G000161935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	6.0	0	5.0	0	0
G000161975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	2.0	0	0
G000162015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	2.0	0	0
G000162395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000162475	0	0	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	3.0	0	0
G000162875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.0	0	0	0	0	863.0	2.0	823.0	0	0
G000162895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	8.0	0	2.0	0	0
G000163595	3.0	0	0	2.0	0	1.0	2.0	0	3.0	0	2.0	2.0	0	0	4.0	1.0	2.0	0	5.0	2.0	2.0	4.0	1.0	0	0	0	2.0	0	1.0	1.0
G000163695	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	4.0	0	125.0	0	88.0	0	0
G000163775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	29.0	0	18.0	0	0
